id,listing_id_overlap,comments,review_scores_rating
7872,1873477,,95
7873,1873595,,85
7874,1875121,,98
7875,1875734,,83
7876,1876437,,94
7877,1877028,,99
7878,1879850,,100
7879,1879885,,100
7880,1880094,,98
7881,1880539,,99
7882,1880734,,96
7883,1881180,,96
7884,1881298,,95
7885,1881366,,100
7886,1881556,,95
7887,1881597,,97
7888,1881968,,86
7889,1882316,,93
7890,1883861,,95
7891,1884045,,87
7892,1884756,,95
7893,1885385,,96
7894,1885386,,96
7895,1885825,,96
7896,1885826,,89
7897,1885941,,83
7898,1885962,,91
7899,1886037,,100
7900,1886871,,98
7901,1887133,,100
7902,1887291,,93
7903,1887465,,100
7904,1887507,,88
7905,1887581,,88
7906,1887607,,93
7907,1887655,,95
7908,1890388,,98
7909,1890439,,97
7910,1890851,,95
7911,1891118,,90
7912,1891175,,100
7913,1891274,,93
7914,1891351,,98
7915,1891783,,84
7916,1891874,,87
7917,1891877,,80
7918,1892065,,77
7919,1892096,,95
7920,1892476,,94
7921,1892721,,90
7922,1892797,,80
7923,1893045,,96
7924,1893533,,95
7925,1893592,,91
7926,1893673,,95
7927,1894105,,98
7928,1895196,,93
7929,1895614,,94
7930,1895753,,88
7931,1896135,,100
7932,1896197,,95
7933,1896200,,96
7934,1896294,,98
7935,1897000,,98
7936,1897001,,99
7937,1897447,,98
7938,1897819,,80
7939,1898027,,40
7940,1898398,,80
7941,1898511,,95
7942,1898535,,95
7943,1898747,,99
7944,1899770,,97
7945,1900638,,99
7946,1900698,,91
7947,1900901,,99
7948,1901357,,96
7949,1901380,,100
7950,1901479,,100
7951,1901706,,96
7952,1901790,,91
7953,1903198,,93
7954,1903232,,97
7955,1903249,,94
7956,1904330,,100
7957,1905111,,100
7958,1905473,,88
7959,1905530,,94
7960,1905849,,100
7961,1905904,,100
7962,1906190,,97
7963,1906269,,97
7964,1906717,,88
7965,1907077,,97
7966,1907152,,99
7967,1907186,,93
7968,1908852,,93
7969,1909058,,99
7970,1909177,,100
7971,1909202,,100
7972,1909388,,99
7973,1909799,,98
7974,1909803,,96
7975,1909933,,97
7976,1910210,,93
7977,1910270,,98
7978,1910310,,100
7979,1911996,,99
7980,1912239,,96
7981,1912357,,100
7982,1912425,,92
7983,1913498,,100
7984,1913540,,100
7985,1913884,,94
7986,1913996,,92
7987,1914051,,95
7988,1914160,,99
7989,1914231,,94
7990,1914363,,83
7991,1914371,,94
7992,1914540,,96
7993,1914549,,100
7994,1914590,,88
7995,1914591,,90
7996,1914630,,98
7997,1914805,,96
7998,1914817,,95
7999,1914941,,83
8000,1915147,,100
8001,1915172,,99
8002,1917240,,96
8003,1917629,,97
8004,1917726,,99
8005,1918693,,95
8006,1918903,,93
8007,1919399,,100
8008,1919622,,98
8009,1919670,,95
8010,1919766,,85
8011,1919866,,96
8012,1919896,,95
8013,1920061,,96
8014,1920205,,60
8015,1920477,,98
8016,1921670,,97
8017,1922433,,99
8018,1922497,,99
8019,1922863,,99
8020,1923186,,94
8021,1923226,,100
8022,1923993,,96
8023,1924147,,97
8024,1924408,,96
8025,1924645,,94
8026,1924920,,93
8027,1924995,,100
8028,1925224,,100
8029,1925626,,100
8030,1925661,,96
8031,1925761,,100
8032,1925843,,98
8033,1925956,,91
8034,1927188,,90
8035,1928010,,95
8036,1928538,,87
8037,1928570,,100
8038,1928881,,92
8039,1928961,,93
8040,1929058,,96
8041,1929094,,97
8042,1929186,,100
8043,1929321,,96
8044,1929377,,100
8045,1929406,,90
8046,1929540,,80
8047,1929547,,97
8048,1929882,,90
8049,1930855,,76
8050,1930962,,88
8051,1931512,,100
8052,1931609,,96
8053,1931883,,100
8054,1932122,,100
8055,1932510,,98
8056,1932564,,99
8057,1932708,,94
8058,1934259,,100
8059,1934444,,96
8060,1934512,,88
8061,1934804,,97
8062,1935042,,90
8063,1935175,,80
8064,1935254,,91
8065,1935282,,98
8066,1935302,,93
8067,1935439,,80
8068,1935826,,100
8069,1935842,,90
8070,1936089,,99
8071,1936397,,94
8072,1936633,,98
8073,1936772,,95
8074,1937226,,90
8075,1937433,,98
8076,1937571,,100
8077,1937717,,97
8078,1939106,,97
8079,1939245,,96
8080,1939283,,94
8081,1939757,,100
8082,1939770,,95
8083,1939875,,92
8084,1940006,,100
8085,1940106,,92
8086,1940256,,97
8087,1940534,,71
8088,1940780,,100
8089,1940787,,97
8090,1940910,,94
8091,1940956,,87
8092,1941396,,92
8093,1941504,,97
8094,1942935,,91
8095,1943502,,92
8096,1943518,,100
8097,1943597,,90
8098,1943748,,96
8099,1944291,,94
8100,1944545,,90
8101,1944596,,97
8102,1944678,,91
8103,1944749,,98
8104,1944783,,94
8105,1944976,,80
8106,1945115,,98
8107,1945299,,96
8108,1945323,,91
8109,1947803,,95
8110,1948096,,87
8111,1948379,,97
8112,1948494,,96
8113,1948591,,96
8114,1948596,,80
8115,1948744,,98
8116,1949366,,91
8117,1949996,,97
8118,1950012,,97
8119,1950115,,99
8120,1950428,,98
8121,1950446,,84
8122,1950603,,80
8123,1950750,,97
8124,1952273,,94
8125,1953034,,98
8126,1953384,,100
8127,1953461,,88
8128,1954417,,99
8129,1954427,,93
8130,1954450,,94
8131,1954452,,96
8132,1954679,,97
8133,1954814,,96
8134,1955558,,100
8135,1956037,,96
8136,1956094,,94
8137,1956274,,100
8138,1956275,,89
8139,1956451,,100
8140,1956467,,100
8141,1956553,,96
8142,1956726,,97
8143,1956788,,100
8144,1957302,,97
8145,1959024,,100
8146,1959307,,99
8147,1959652,,97
8148,1959784,,97
8149,1960224,,91
8150,1960306,,91
8151,1960358,,98
8152,1960407,,91
8153,1960752,,95
8154,1960842,,98
8155,1961020,,100
8156,1961034,,100
8157,1961288,,97
8158,1961417,,97
8159,1961421,,80
8160,1961671,,100
8161,1961950,,98
8162,1962541,,99
8163,1964293,,96
8164,1964520,,100
8165,1964828,,97
8166,1964878,,92
8167,1965557,,80
8168,1965750,,95
8169,1965959,,98
8170,1966084,,99
8171,1966195,,94
8172,1966349,,95
8173,1966420,,95
8174,1966544,,98
8175,1966631,,96
8176,1966735,,87
8177,1966872,,100
8178,1966898,,98
8179,1967264,,96
8180,1967482,,94
8181,1969253,,49
8182,1969618,,97
8183,1969699,,98
8184,1970250,,83
8185,1970321,,92
8186,1970512,,77
8187,1970541,,96
8188,1970723,,97
8189,1970725,,99
8190,1970816,,63
8191,1970945,,99
8192,1971200,,94
8193,1971239,,97
8194,1971325,,97
8195,1971588,,98
8196,1971681,,93
8197,1971777,,100
8198,1971900,,99
8199,1972251,,100
8200,1972504,,98
8201,1973889,,92
8202,1974131,,100
8203,1974381,,96
8204,1974942,,97
8205,1975103,,100
8206,1975479,,90
8207,1975746,,95
8208,1975775,,100
8209,1976085,,98
8210,1976123,,85
8211,1976328,,100
8212,1976329,,100
8213,1976382,,95
8214,1977888,,93
8215,1978445,,100
8216,1978639,,100
8217,1978743,,99
8218,1979506,,100
8219,1979797,,100
8220,1980197,,93
8221,1980283,,94
8222,1980395,,92
8223,1980637,,100
8224,1981410,,97
8225,1982258,,98
8226,1982655,,91
8227,1983541,,99
8228,1983711,,97
8229,1983713,,97
8230,1984254,,95
8231,1984267,,96
8232,1984545,,80
8233,1984692,,100
8234,1984816,,83
8235,1984962,,96
8236,1985022,,90
8237,1985445,,93
8238,1987371,,96
8239,1987546,,93
8240,1987584,,93
8241,1987627,,80
8242,1987740,,100
8243,1988040,,97
8244,1988275,,95
8245,1988502,,95
8246,1989032,,100
8247,1989731,,93
8248,1989897,,88
8249,1990067,,98
8250,1990225,,73
8251,1990394,,90
8252,1990543,,93
8253,1993156,,100
8254,1993555,,100
8255,1993633,,98
8256,1993964,,93
8257,1994107,,87
8258,1994398,,97
8259,1994485,,99
8260,1994574,,68
8261,1995006,,95
8262,1995488,,93
8263,1995500,,96
8264,1995511,,100
8265,1995513,,92
8266,1997487,,100
8267,1997625,,98
8268,1997956,,95
8269,1998276,,100
8270,1998513,,90
8271,1998807,,99
8272,1999200,,95
8273,1999224,,93
8274,1999243,,94
8275,2000546,,98
8276,2000576,,94
8277,2000797,,92
8278,2002467,,100
8279,2003568,,97
8280,2003928,,98
8281,2004123,,93
8282,2004411,,98
8283,2004931,,96
8284,2005108,,97
8285,2005531,,94
8286,2006522,,96
8287,2007172,,96
8288,2007473,,88
8289,2007610,,87
8290,2007744,,98
8291,2008122,,100
8292,2008302,,98
8293,2008334,,97
8294,2008815,,100
8295,2008966,,99
8296,2009047,,92
8297,2010160,,93
8298,2010358,,97
8299,2010909,,98
8300,2010971,,92
8301,2010973,,89
8302,2011122,,98
8303,2011193,,93
8304,2011263,,100
8305,2011301,,92
8306,2011367,,94
8307,2011414,,89
8308,2011847,,86
8309,2011942,,87
8310,2012048,,98
8311,2012104,,97
8312,2012116,,100
8313,2012228,,93
8314,2012368,,89
8315,2012813,,80
8316,2013271,,80
8317,2013807,,84
8318,2014651,,91
8319,2014701,,100
8320,2014882,,93
8321,2015168,,97
8322,2015435,,98
8323,2016264,,98
8324,2016500,,92
8325,2016613,,94
8326,2016834,,91
8327,2017380,,97
8328,2017397,,91
8329,2017517,,98
8330,2018602,,100
8331,2018929,,100
8332,2019755,,92
8333,2019927,,95
8334,2020429,,97
8335,2020505,,99
8336,2020928,,92
8337,2021099,,97
8338,2021231,,96
8339,2021483,,95
8340,2021489,,90
8341,2021509,,93
8342,2021663,,85
8343,2022267,,94
8344,2022303,,95
8345,2022308,,90
8346,2022938,,94
8347,2023081,,96
8348,2023357,,90
8349,2023577,,82
8350,2023847,,97
8351,2024991,,100
8352,2026087,,97
8353,2026113,,92
8354,2026121,,89
8355,2026419,,93
8356,2026749,,100
8357,2026794,,91
8358,2026952,,86
8359,2027236,,93
8360,2027723,,90
8361,2028272,,86
8362,2028360,,95
8363,2028377,,80
8364,2028391,,100
8365,2028412,,100
8366,2028500,,90
8367,2028677,,90
8368,2028925,,94
8369,2031909,,60
8370,2032278,,96
8371,2032557,,95
8372,2032731,,89
8373,2032805,,100
8374,2033051,,100
8375,2033103,,93
8376,2033186,,100
8377,2033191,,100
8378,2033224,,84
8379,2033846,,88
8380,2034041,,98
8381,2036294,,96
8382,2037250,,97
8383,2037362,,89
8384,2037508,,100
8385,2037690,,95
8386,2038608,,94
8387,2038614,,99
8388,2038783,,94
8389,2038938,,97
8390,2039149,,91
8391,2041041,,95
8392,2041283,,95
8393,2041310,,96
8394,2041847,,93
8395,2042076,,97
8396,2042677,,100
8397,2043136,,60
8398,2043138,,88
8399,2043289,,86
8400,2043329,,98
8401,2043418,,92
8402,2044187,,97
8403,2044873,,97
8404,2045379,,100
8405,2045501,,100
8406,2045727,,80
8407,2045732,,98
8408,2046007,,93
8409,2046476,,98
8410,2046597,,100
8411,2046779,,83
8412,2046789,,94
8413,2048537,,100
8414,2048796,,100
8415,2049254,,97
8416,2049963,,91
8417,2050034,,96
8418,2050574,,90
8419,2050739,,95
8420,2050993,,100
8421,2051352,,98
8422,2051484,,90
8423,2051658,,100
8424,2051675,,95
8425,2054032,,94
8426,2054909,,85
8427,2055163,,95
8428,2055303,,93
8429,2055376,,100
8430,2055430,,98
8431,2055656,,97
8432,2055671,,100
8433,2055802,,96
8434,2055819,,96
8435,2056012,,96
8436,2056276,,100
8437,2056307,,100
8438,2056845,,95
8439,2056872,,96
8440,2057036,,94
8441,2057237,,90
8442,2057295,,99
8443,2057474,,93
8444,2057533,,93
8445,2057582,,88
8446,2057737,,86
8447,2058030,,100
8448,2058290,,97
8449,2059714,,98
8450,2060441,,88
8451,2060544,,93
8452,2060790,,93
8453,2061222,,93
8454,2061403,,100
8455,2061463,,100
8456,2061725,,98
8457,2061811,,87
8458,2061873,,91
8459,2061930,,96
8460,2062401,,81
8461,2062608,,97
8462,2062809,,100
8463,2062949,,90
8464,2063105,,94
8465,2065053,,99
8466,2065473,,63
8467,2065480,,88
8468,2065521,,91
8469,2066046,,94
8470,2066165,,78
8471,2066860,,89
8472,2067703,,98
8473,2067809,,92
8474,2068054,,100
8475,2068301,,99
8476,2069051,,87
8477,2069709,,100
8478,2069917,,91
8479,2070289,,100
8480,2070648,,96
8481,2070695,,100
8482,2070705,,93
8483,2071104,,100
8484,2071265,,100
8485,2071305,,100
8486,2071446,,95
8487,2071464,,95
8488,2071546,,79
8489,2072026,,98
8490,2072132,,97
8491,2072204,,94
8492,2072340,,95
8493,2072523,,93
8494,2072570,,99
8495,2072596,,100
8496,2073869,,95
8497,2074653,,100
8498,2074701,,96
8499,2074912,,98
8500,2074985,,95
8501,2075008,,96
8502,2075093,,95
8503,2075094,,92
8504,2075471,,95
8505,2075606,,95
8506,2075631,,96
8507,2076101,,100
8508,2076112,,91
8509,2077867,,96
8510,2078796,,89
8511,2078828,,95
8512,2078954,,94
8513,2079136,,84
8514,2079189,,93
8515,2079253,,88
8516,2079404,,95
8517,2079464,,96
8518,2079671,,88
8519,2079765,,94
8520,2079789,,87
8521,2080709,,98
8522,2081199,,100
8523,2081394,,60
8524,2081408,,80
8525,2081458,,98
8526,2082670,,60
8527,2082694,,91
8528,2082916,,99
8529,2083025,,97
8530,2083347,,99
8531,2083552,,94
8532,2083749,,96
8533,2083989,,98
8534,2084040,,95
8535,2084090,,98
8536,2084285,,98
8537,2084393,,100
8538,2084817,,93
8539,2086732,,100
8540,2087403,,89
8541,2087894,,60
8542,2087909,,90
8543,2087914,,92
8544,2088659,,100
8545,2088676,,91
8546,2088725,,91
8547,2088918,,100
8548,2089058,,96
8549,2089370,,93
8550,2089712,,93
8551,2089805,,96
8552,2089894,,98
8553,2091204,,93
8554,2091367,,70
8555,2092563,,92
8556,2092631,,95
8557,2092733,,98
8558,2092749,,90
8559,2092905,,91
8560,2093035,,85
8561,2093181,,100
8562,2093182,,98
8563,2093304,,97
8564,2093455,,98
8565,2093602,,100
8566,2093816,,96
8567,2093833,,99
8568,2093894,,93
8569,2094250,,95
8570,2094758,,100
8571,2095010,,90
8572,2095705,,96
8573,2096410,,97
8574,2096720,,100
8575,2097617,,97
8576,2097779,,90
8577,2097795,,92
8578,2098060,,96
8579,2098334,,92
8580,2098455,,95
8581,2098485,,100
8582,2098870,,82
8583,2101336,,97
8584,2101349,,93
8585,2101788,,92
8586,2101899,,95
8587,2102077,,94
8588,2102083,,97
8589,2102137,,95
8590,2102186,,91
8591,2102437,,89
8592,2102478,,94
8593,2102571,,90
8594,2102822,,100
8595,2103939,,89
8596,2104280,,98
8597,2104608,,95
8598,2104701,,100
8599,2104774,,95
8600,2104910,,91
8601,2105487,,100
8602,2105618,,87
8603,2105743,,87
8604,2105792,,98
8605,2105961,,98
8606,2106683,,100
8607,2107122,,99
8608,2107429,,86
8609,2107805,,98
8610,2107939,,97
8611,2108335,,98
8612,2108340,,100
8613,2108424,,90
8614,2108446,,97
8615,2108738,,86
8616,2108941,,96
8617,2108985,,99
8618,2109043,,94
8619,2109238,,100
8620,2109817,,99
8621,2110357,,97
8622,2110437,,100
8623,2110821,,100
8624,2110938,,92
8625,2111042,,98
8626,2111336,,95
8627,2111581,,93
8628,2111612,,89
8629,2111804,,100
8630,2111974,,97
8631,2112132,,92
8632,2112625,,98
8633,2114274,,94
8634,2114716,,99
8635,2114825,,99
8636,2115061,,100
8637,2115530,,94
8638,2115611,,94
8639,2115662,,89
8640,2115784,,87
8641,2116059,,89
8642,2116940,,95
8643,2117503,,99
8644,2117658,,80
8645,2118043,,100
8646,2122584,,98
8647,2122794,,95
8648,2122866,,98
8649,2123078,,93
8650,2123161,,80
8651,2123526,,92
8652,2123570,,89
8653,2124026,,94
8654,2124067,,97
8655,2124140,,98
8656,2124346,,89
8657,2124536,,97
8658,2124726,,96
8659,2124764,,91
8660,2124808,,98
8661,2124940,,75
8662,2126053,,96
8663,2126194,,91
8664,2126912,,100
8665,2127823,,96
8666,2128029,,95
8667,2128052,,100
8668,2128173,,77
8669,2128761,,100
8670,2129536,,98
8671,2130032,,94
8672,2130220,,93
8673,2130260,,100
8674,2130489,,92
8675,2130587,,94
8676,2130627,,96
8677,2130652,,91
8678,2131116,,96
8679,2131154,,100
8680,2131382,,99
8681,2131521,,53
8682,2131622,,98
8683,2131675,,100
8684,2131727,,91
8685,2131955,,95
8686,2132444,,97
8687,2134284,,84
8688,2134400,,97
8689,2134603,,91
8690,2134805,,96
8691,2134902,,99
8692,2134911,,92
8693,2135075,,84
8694,2135185,,92
8695,2135317,,100
8696,2135489,,97
8697,2135675,,100
8698,2135685,,97
8699,2136092,,90
8700,2136293,,94
8701,2138148,,99
8702,2138460,,97
8703,2138579,,100
8704,2138690,,100
8705,2138750,,100
8706,2138776,,80
8707,2138787,,100
8708,2138975,,50
8709,2139044,,97
8710,2139064,,100
8711,2139342,,99
8712,2139352,,92
8713,2140051,,96
8714,2140549,,77
8715,2141306,,97
8716,2141411,,95
8717,2141549,,93
8718,2141987,,100
8719,2142139,,97
8720,2142336,,93
8721,2142779,,91
8722,2144033,,98
8723,2144103,,99
8724,2144319,,80
8725,2144456,,89
8726,2144665,,96
8727,2145209,,89
8728,2145599,,93
8729,2145759,,98
8730,2145806,,95
8731,2145858,,100
8732,2145933,,100
8733,2146050,,98
8734,2146298,,96
8735,2147231,,95
8736,2149219,,92
8737,2149762,,97
8738,2149854,,90
8739,2150339,,90
8740,2150364,,94
8741,2150750,,94
8742,2150760,,94
8743,2150931,,96
8744,2150980,,67
8745,2150987,,97
8746,2151080,,98
8747,2151104,,90
8748,2151479,,94
8749,2151531,,95
8750,2151549,,96
8751,2152612,,90
8752,2153431,,94
8753,2153628,,97
8754,2153882,,90
8755,2153943,,100
8756,2154075,,97
8757,2154617,,96
8758,2154865,,90
8759,2154995,,90
8760,2155128,,96
8761,2155984,,93
8762,2156079,,95
8763,2156111,,95
8764,2156260,,98
8765,2157550,,96
8766,2158228,,91
8767,2158926,,98
8768,2158992,,100
8769,2159048,,99
8770,2159266,,91
8771,2159495,,100
8772,2159637,,100
8773,2159898,,98
8774,2160259,,98
8775,2160977,,90
8776,2163602,,100
8777,2163994,,86
8778,2164662,,80
8779,2164904,,100
8780,2165083,,99
8781,2165318,,100
8782,2165569,,92
8783,2165604,,87
8784,2165624,,96
8785,2165788,,83
8786,2166380,,95
8787,2166668,,74
8788,2166670,,94
8789,2167993,,98
8790,2168268,,97
8791,2168483,,91
8792,2168813,,100
8793,2169940,,100
8794,2170035,,98
8795,2170318,,90
8796,2170610,,99
8797,2171504,,98
8798,2172313,,99
8799,2174711,,87
8800,2174935,,100
8801,2174970,,98
8802,2175307,,95
8803,2175827,,95
8804,2176244,,100
8805,2176310,,95
8806,2176375,,99
8807,2176509,,96
8808,2176963,,87
8809,2177052,,96
8810,2177264,,100
8811,2177540,,85
8812,2177545,,93
8813,2177602,,94
8814,2177837,,96
8815,2177944,,94
8816,2178033,,94
8817,2178144,,84
8818,2178234,,94
8819,2180692,,97
8820,2181000,,98
8821,2181389,,96
8822,2181467,,98
8823,2181871,,85
8824,2181972,,83
8825,2182137,,93
8826,2182254,,93
8827,2182456,,94
8828,2182820,,88
8829,2182899,,94
8830,2183058,,98
8831,2184897,,87
8832,2185165,,75
8833,2185863,,98
8834,2185913,,100
8835,2186330,,90
8836,2186358,,93
8837,2187181,,97
8838,2187256,,99
8839,2187515,,100
8840,2187563,,93
8841,2187618,,100
8842,2187766,,93
8843,2187866,,94
8844,2187906,,93
8845,2187976,,84
8846,2188204,,99
8847,2188244,,84
8848,2188391,,97
8849,2188495,,92
8850,2188865,,91
8851,2188866,,93
8852,2188932,,93
8853,2189386,,98
8854,2189522,,99
8855,2189630,,100
8856,2191169,,94
8857,2191633,,90
8858,2192242,,87
8859,2192641,,96
8860,2193147,,98
8861,2193238,,100
8862,2193332,,90
8863,2193535,,98
8864,2193902,,94
8865,2193945,,97
8866,2194382,,100
8867,2194715,,94
8868,2196074,,98
8869,2196756,,93
8870,2197168,,99
8871,2197304,,99
8872,2197361,,97
8873,2197401,,97
8874,2197673,,89
8875,2197725,,90
8876,2197982,,98
8877,2198014,,95
8878,2198635,,96
8879,2198970,,75
8880,2200205,,99
8881,2201154,,95
8882,2201398,,96
8883,2201491,,100
8884,2201581,,100
8885,2201627,,100
8886,2202752,,98
8887,2202908,,98
8888,2202985,,90
8889,2203136,,100
8890,2203321,,91
8891,2203698,,80
8892,2203983,,94
8893,2204118,,100
8894,2204226,,100
8895,2204244,,95
8896,2206115,,92
8897,2206170,,90
8898,2207521,,100
8899,2207571,,94
8900,2208049,,93
8901,2208270,,99
8902,2208295,,95
8903,2208567,,96
8904,2209038,,95
8905,2209375,,90
8906,2210041,,91
8907,2210171,,95
8908,2210179,,99
8909,2210299,,91
8910,2210441,,100
8911,2210493,,100
8912,2210615,,100
8913,2210634,,98
8914,2210796,,97
8915,2210823,,98
8916,2211030,,96
8917,2211594,,93
8918,2212823,,99
8919,2213748,,100
8920,2214256,,97
8921,2214323,,98
8922,2214422,,100
8923,2214689,,100
8924,2214923,,100
8925,2215202,,97
8926,2215336,,95
8927,2215762,,99
8928,2216008,,85
8929,2216060,,100
8930,2216467,,88
8931,2216641,,83
8932,2216767,,97
8933,2216775,,98
8934,2216969,,98
8935,2217257,,96
8936,2217263,,100
8937,2217342,,97
8938,2217610,,83
8939,2218887,,99
8940,2219399,,96
8941,2220293,,100
8942,2220415,,80
8943,2220431,,93
8944,2220926,,100
8945,2221023,,80
8946,2221047,,94
8947,2221666,,100
8948,2221674,,87
8949,2221852,,96
8950,2222970,,100
8951,2222997,,100
8952,2223082,,99
8953,2223085,,98
8954,2223196,,80
8955,2223634,,97
8956,2223646,,97
8957,2225231,,94
8958,2226314,,98
8959,2226359,,96
8960,2226543,,95
8961,2226571,,97
8962,2226812,,90
8963,2227043,,99
8964,2227111,,92
8965,2227203,,95
8966,2227221,,100
8967,2227286,,90
8968,2227288,,90
8969,2227342,,96
8970,2227698,,97
8971,2227819,,92
8972,2227827,,97
8973,2227857,,97
8974,2228529,,88
8975,2228537,,100
8976,2228693,,90
8977,2228699,,100
8978,2228824,,83
8979,2231056,,99
8980,2231238,,96
8981,2231932,,92
8982,2232323,,94
8983,2232375,,100
8984,2232649,,94
8985,2232675,,100
8986,2232697,,93
8987,2232853,,94
8988,2232930,,92
8989,2233698,,100
8990,2233803,,91
8991,2233898,,100
8992,2234152,,99
8993,2235476,,100
8994,2236458,,100
8995,2236483,,98
8996,2236513,,96
8997,2236561,,80
8998,2236624,,100
8999,2236988,,96
9000,2237063,,95
9001,2237970,,100
9002,2238105,,97
9003,2238300,,80
9004,2238443,,95
9005,2238568,,87
9006,2238715,,96
9007,2239191,,91
9008,2240661,,100
9009,2241274,,97
9010,2241618,,97
9011,2242507,,94
9012,2242509,,90
9013,2242553,,100
9014,2242610,,90
9015,2242987,,98
9016,2243045,,91
9017,2243059,,98
9018,2243180,,100
9019,2243256,,100
9020,2243394,,98
9021,2243417,,100
9022,2243423,,93
9023,2243499,,80
9024,2243670,,96
9025,2244409,,95
9026,2244705,,84
9027,2246959,,91
9028,2247190,,87
9029,2247803,,89
9030,2247993,,89
9031,2248017,,96
9032,2248186,,97
9033,2248559,,98
9034,2248757,,87
9035,2248973,,94
9036,2249141,,95
9037,2249282,,91
9038,2249292,,97
9039,2249529,,91
9040,2250002,,90
9041,2250184,,99
9042,2250253,,100
9043,2250407,,94
9044,2250463,,93
9045,2250557,,94
9046,2250722,,99
9047,2250790,,100
9048,2251009,,100
9049,2251240,,98
9050,2253306,,88
9051,2253949,,86
9052,2254340,,96
9053,2254403,,100
9054,2254428,,93
9055,2254541,,100
9056,2254589,,80
9057,2254712,,99
9058,2255089,,95
9059,2255244,,99
9060,2255308,,95
9061,2256124,,94
9062,2256552,,99
9063,2256925,,88
9064,2256926,,98
9065,2256931,,100
9066,2256975,,100
9067,2257217,,96
9068,2257304,,96
9069,2258461,,95
9070,2260159,,100
9071,2260626,,88
9072,2261018,,89
9073,2261171,,100
9074,2262065,,98
9075,2262272,,96
9076,2262298,,96
9077,2262357,,100
9078,2262599,,100
9079,2262698,,99
9080,2262752,,94
9081,2262763,,99
9082,2262868,,100
9083,2262885,,95
9084,2262922,,97
9085,2263011,,100
9086,2263028,,94
9087,2263248,,100
9088,2263474,,100
9089,2263530,,100
9090,2263557,,88
9091,2263643,,89
9092,2263756,,97
9093,2266768,,96
9094,2266859,,100
9095,2267004,,91
9096,2267088,,97
9097,2267177,,91
9098,2267278,,89
9099,2267350,,80
9100,2267461,,100
9101,2267500,,98
9102,2267519,,92
9103,2267574,,92
9104,2267864,,99
9105,2268005,,93
9106,2268034,,96
9107,2268086,,100
9108,2268203,,97
9109,2268329,,91
9110,2268549,,75
9111,2268627,,94
9112,2268820,,95
9113,2268865,,100
9114,2268950,,98
9115,2269207,,97
9116,2271806,,92
9117,2272157,,99
9118,2272467,,90
9119,2272725,,97
9120,2273233,,90
9121,2273498,,97
9122,2273613,,97
9123,2273696,,80
9124,2274086,,89
9125,2274268,,95
9126,2274299,,97
9127,2274720,,95
9128,2274835,,91
9129,2275373,,97
9130,2277287,,93
9131,2277477,,97
9132,2277640,,99
9133,2277691,,97
9134,2277707,,92
9135,2277821,,99
9136,2278168,,94
9137,2278456,,100
9138,2278649,,98
9139,2278657,,92
9140,2278704,,90
9141,2279517,,94
9142,2281665,,98
9143,2281775,,97
9144,2282208,,99
9145,2282462,,69
9146,2282862,,91
9147,2283001,,95
9148,2283071,,92
9149,2284027,,94
9150,2284051,,98
9151,2284536,,92
9152,2284809,,60
9153,2285440,,96
9154,2285444,,100
9155,2287888,,90
9156,2288762,,96
9157,2289612,,87
9158,2289772,,93
9159,2289824,,100
9160,2290645,,96
9161,2291457,,100
9162,2291893,,96
9163,2291995,,99
9164,2292057,,98
9165,2292088,,100
9166,2292298,,93
9167,2292322,,92
9168,2292361,,95
9169,2292366,,93
9170,2292495,,94
9171,2292679,,100
9172,2293763,,93
9173,2295530,,99
9174,2295892,,94
9175,2296024,,100
9176,2296152,,96
9177,2296386,,99
9178,2297239,,96
9179,2297296,,93
9180,2297314,,100
9181,2297346,,73
9182,2297440,,97
9183,2297533,,100
9184,2297917,,96
9185,2298596,,96
9186,2298722,,81
9187,2298731,,96
9188,2298775,,94
9189,2298801,,93
9190,2299233,,86
9191,2299803,,99
9192,2301709,,91
9193,2302368,,100
9194,2302960,,93
9195,2303082,,98
9196,2303152,,100
9197,2303293,,100
9198,2303470,,100
9199,2303583,,100
9200,2303664,,98
9201,2303981,,100
9202,2304592,,85
9203,2304847,,93
9204,2304959,,99
9205,2305194,,92
9206,2305197,,100
9207,2305230,,89
9208,2305890,,99
9209,2308858,,99
9210,2309250,,100
9211,2309363,,100
9212,2309481,,98
9213,2309988,,80
9214,2310191,,100
9215,2310445,,92
9216,2310634,,90
9217,2310739,,94
9218,2310791,,97
9219,2310808,,87
9220,2310873,,83
9221,2310895,,97
9222,2310990,,100
9223,2311031,,94
9224,2314038,,96
9225,2314064,,96
9226,2314252,,98
9227,2314392,,95
9228,2314398,,97
9229,2314406,,92
9230,2314556,,93
9231,2314867,,97
9232,2315660,,98
9233,2315963,,98
9234,2316002,,94
9235,2316065,,100
9236,2316074,,96
9237,2316105,,80
9238,2318126,,92
9239,2318157,,74
9240,2318184,,98
9241,2318200,,95
9242,2318394,,96
9243,2319673,,98
9244,2319863,,90
9245,2320027,,91
9246,2320101,,90
9247,2320277,,93
9248,2320647,,100
9249,2322667,,100
9250,2323335,,91
9251,2323541,,95
9252,2323714,,98
9253,2324186,,97
9254,2324317,,99
9255,2324916,,94
9256,2326094,,91
9257,2326099,,99
9258,2326308,,97
9259,2326348,,93
9260,2326445,,97
9261,2326549,,95
9262,2328123,,90
9263,2329164,,93
9264,2329807,,100
9265,2330139,,97
9266,2330369,,98
9267,2331886,,96
9268,2331968,,98
